id_usuario,nombres,apellidos,tipo_documento,numero_documento,correo,telefono,celular,estado_usuario,id_rol,id_detalle_residente,propietario,apartamento,torre,residente_activo,id_reserva,hora_inicio,hora_fin,estado_reserva,fecha_uso,observacion_reserva,forma_pago,valor_pago,placa,tipo_vehiculo,vehiculo_activo,documentos_vehiculo,id_parqueadero,numero_parqueadero,comunal,estado_parqueadero,id_sorteo,tipo_residente_propietario,fecha_inicio_sorteo,hora_sorteo,estado_sorteo,id_correspondencia,tipo_correspondencia,descripcion_correspondencia,fecha_registro,id_paquete,torre_paquete,apartamento_paquete,descripcion_paquete,fecha_recepcion,fecha_entrega,id_novedad,descripcion_novedad,fecha_novedad,observacion_extra1,observacion_extra2
374,Sofía,Gómez,CE,4637460,sofía.gómez@mail.com,3291983246,3786568032,Inactivo,2,374,False,473,14,False,374,22:00:34,00:00:34,Aprobada,2025-11-30,Observación ejemplo,Efectivo,378964.17,ABC141,Moto,True,True,374,35,True,False,374,False,2026-01-16,22:00:34,True,374,Recibo,Descripción ejemplo,2025-10-27 22:00:34.070000,374,5,452,Paquete ejemplo,2025-11-10 22:00:34.070002,2025-11-11 22:00:34.070002,374,Novedad ejemplo,2025-11-17 22:00:34.070005,Obs extra 1,Obs extra 2
375,Sofía,López,TI,5173133,sofía.lópez@mail.com,3897778999,3894789006,Inactivo,3,375,False,335,17,True,375,22:00:34,00:00:34,En espera,2025-12-10,Observación ejemplo,Efectivo,119733.9,DEF757,Carro,True,True,375,96,False,False,375,,2025-12-30,22:00:34,False,375,Recibo,Descripción ejemplo,2025-10-22 22:00:34.070037,375,7,398,Paquete ejemplo,2025-11-19 22:00:34.070039,2025-11-24 22:00:34.070039,375,Novedad ejemplo,2025-11-06 22:00:34.070042,Obs extra 1,Obs extra 2
376,Luis,Hernández,TI,1436722,luis.hernández@mail.com,3903657424,3961639769,Activo,2,376,True,501,3,False,376,22:00:34,00:00:34,En espera,2025-12-11,Observación ejemplo,Efectivo,189616.74,DEF579,Moto,True,True,376,86,True,True,376,False,2026-01-16,22:00:34,True,376,Recibo,Descripción ejemplo,2025-11-15 22:00:34.070078,376,20,180,Paquete ejemplo,2025-11-14 22:00:34.070080,2025-11-17 22:00:34.070080,376,Novedad ejemplo,2025-11-20 22:00:34.070083,Obs extra 1,Obs extra 2
377,Luis,López,Pasaporte,8725667,luis.lópez@mail.com,3451609468,3336983427,Inactivo,1,377,True,240,14,False,377,22:00:34,00:00:34,En espera,2025-11-23,Observación ejemplo,Efectivo,358769.78,ABC923,Carro,False,True,377,71,True,False,377,False,2025-12-27,22:00:34,False,377,Recibo,Descripción ejemplo,2025-10-25 22:00:34.070128,377,19,345,Paquete ejemplo,2025-11-17 22:00:34.070132,2025-11-20 22:00:34.070132,377,Novedad ejemplo,2025-11-17 22:00:34.070146,Obs extra 1,Obs extra 2
378,Laura,Rodríguez,CC,7526962,laura.rodríguez@mail.com,3724260374,3718878123,Inactivo,1,378,False,331,12,False,378,22:00:34,00:00:34,En espera,2025-12-05,Observación ejemplo,Transferencia,162420.26,ABC944,Carro,False,True,378,92,False,False,378,False,2026-01-13,22:00:34,False,378,Recibo,Descripción ejemplo,2025-10-28 22:00:34.070182,378,13,209,Paquete ejemplo,2025-11-18 22:00:34.070184,2025-11-22 22:00:34.070184,378,Novedad ejemplo,2025-11-16 22:00:34.070188,Obs extra 1,Obs extra 2
379,María,Rodríguez,Pasaporte,5563889,maría.rodríguez@mail.com,3225742652,3775763404,Activo,3,379,False,462,16,True,379,22:00:34,00:00:34,Aprobada,2025-12-03,Observación ejemplo,Efectivo,218445.81,XYZ156,Moto,False,True,379,83,False,False,379,,2025-12-14,22:00:34,False,379,Recibo,Descripción ejemplo,2025-10-30 22:00:34.070239,379,2,467,Paquete ejemplo,2025-11-15 22:00:34.070243,2025-11-20 22:00:34.070243,379,Novedad ejemplo,2025-11-06 22:00:34.070255,Obs extra 1,Obs extra 2
380,Sofía,Rodríguez,CC,8579686,sofía.rodríguez@mail.com,3363015280,3401394187,Activo,2,380,False,291,18,True,380,22:00:34,00:00:34,Rechazada,2025-11-25,Observación ejemplo,Transferencia,66689.62,XYZ219,Moto,True,False,380,90,True,False,380,True,2026-01-06,22:00:34,True,380,Recibo,Descripción ejemplo,2025-11-18 22:00:34.070288,380,1,134,Paquete ejemplo,2025-11-15 22:00:34.070290,2025-11-18 22:00:34.070290,380,Novedad ejemplo,2025-11-06 22:00:34.070293,Obs extra 1,Obs extra 2
381,Pedro,Hernández,CC,1090478,pedro.hernández@mail.com,3853802104,3711841301,Inactivo,2,381,False,325,14,False,381,22:00:34,00:00:34,En espera,2025-12-17,Observación ejemplo,Transferencia,272793.98,XYZ717,Carro,True,True,381,50,False,True,381,True,2025-12-05,22:00:34,False,381,Recibo,Descripción ejemplo,2025-11-05 22:00:34.070322,381,9,291,Paquete ejemplo,2025-11-11 22:00:34.070324,2025-11-12 22:00:34.070324,381,Novedad ejemplo,2025-11-16 22:00:34.070327,Obs extra 1,Obs extra 2
382,Valentina,Gómez,Pasaporte,7426635,valentina.gómez@mail.com,3245537464,3175519818,Inactivo,3,382,False,445,11,False,382,22:00:34,00:00:34,En espera,2025-12-13,Observación ejemplo,Efectivo,383226.68,XYZ321,Carro,False,False,382,51,False,False,382,False,2025-12-10,22:00:34,False,382,Recibo,Descripción ejemplo,2025-11-04 22:00:34.070356,382,14,303,Paquete ejemplo,2025-11-18 22:00:34.070358,2025-11-21 22:00:34.070358,382,Novedad ejemplo,2025-11-16 22:00:34.070361,Obs extra 1,Obs extra 2
383,María,Torres,TI,6768089,maría.torres@mail.com,3825192312,3385282495,Activo,1,383,True,391,6,True,383,22:00:34,00:00:34,En espera,2025-12-13,Observación ejemplo,Transferencia,72359.53,XYZ551,Carro,True,True,383,52,True,False,383,,2025-12-13,22:00:34,False,383,Recibo,Descripción ejemplo,2025-11-14 22:00:34.070402,383,12,493,Paquete ejemplo,2025-11-18 22:00:34.070404,2025-11-23 22:00:34.070404,383,Novedad ejemplo,2025-11-10 22:00:34.070407,Obs extra 1,Obs extra 2
384,María,Vargas,Pasaporte,9157085,maría.vargas@mail.com,3639617643,3166405758,Inactivo,2,384,False,205,16,True,384,22:00:34,00:00:34,Rechazada,2025-11-27,Observación ejemplo,Efectivo,389404.15,ABC906,Carro,False,False,384,44,False,True,384,True,2025-12-13,22:00:34,True,384,Recibo,Descripción ejemplo,2025-11-15 22:00:34.070442,384,5,464,Paquete ejemplo,2025-11-10 22:00:34.070444,2025-11-14 22:00:34.070444,384,Novedad ejemplo,2025-11-15 22:00:34.070447,Obs extra 1,Obs extra 2
385,Valentina,López,CE,4164675,valentina.lópez@mail.com,3899644654,3540444988,Inactivo,2,385,True,342,7,False,385,22:00:34,00:00:34,En espera,2025-12-11,Observación ejemplo,Efectivo,203638.35,ABC283,Carro,True,True,385,74,False,True,385,,2026-01-10,22:00:34,False,385,Recibo,Descripción ejemplo,2025-11-07 22:00:34.070477,385,20,449,Paquete ejemplo,2025-11-19 22:00:34.070479,2025-11-24 22:00:34.070479,385,Novedad ejemplo,2025-11-07 22:00:34.070482,Obs extra 1,Obs extra 2
386,Sofía,Torres,CC,4900291,sofía.torres@mail.com,3233174326,3348333988,Inactivo,3,386,False,323,6,True,386,22:00:34,00:00:34,Rechazada,2025-12-03,Observación ejemplo,Transferencia,498435.74,DEF629,Carro,True,True,386,79,False,False,386,False,2025-12-27,22:00:34,True,386,Recibo,Descripción ejemplo,2025-11-16 22:00:34.070543,386,5,254,Paquete ejemplo,2025-11-10 22:00:34.070545,2025-11-14 22:00:34.070545,386,Novedad ejemplo,2025-11-15 22:00:34.070549,Obs extra 1,Obs extra 2
387,Luis,Torres,CE,2852750,luis.torres@mail.com,3193677824,3838001769,Inactivo,2,387,True,377,20,False,387,22:00:34,00:00:34,En espera,2025-12-06,Observación ejemplo,Efectivo,331909.17,GHI614,Moto,False,False,387,28,False,True,387,,2025-12-20,22:00:34,False,387,Recibo,Descripción ejemplo,2025-11-13 22:00:34.070580,387,17,116,Paquete ejemplo,2025-11-15 22:00:34.070582,2025-11-19 22:00:34.070582,387,Novedad ejemplo,2025-11-20 22:00:34.070585,Obs extra 1,Obs extra 2
388,Sofía,Rodríguez,TI,7309641,sofía.rodríguez@mail.com,3407087458,3136885565,Activo,3,388,False,492,20,False,388,22:00:34,00:00:34,En espera,2025-12-12,Observación ejemplo,Transferencia,167547.42,GHI101,Carro,True,True,388,18,True,True,388,,2025-12-27,22:00:34,True,388,Recibo,Descripción ejemplo,2025-10-30 22:00:34.070616,388,12,175,Paquete ejemplo,2025-11-10 22:00:34.070618,2025-11-14 22:00:34.070618,388,Novedad ejemplo,2025-11-05 22:00:34.070622,Obs extra 1,Obs extra 2
389,Juan,García,TI,9831236,juan.garcía@mail.com,3443675215,3100487258,Activo,1,389,False,185,17,False,389,22:00:34,00:00:34,Rechazada,2025-11-30,Observación ejemplo,Transferencia,263889.15,XYZ619,Carro,False,False,389,55,False,True,389,False,2025-11-24,22:00:34,False,389,Recibo,Descripción ejemplo,2025-10-26 22:00:34.070652,389,17,133,Paquete ejemplo,2025-11-16 22:00:34.070654,2025-11-18 22:00:34.070654,389,Novedad ejemplo,2025-11-17 22:00:34.070658,Obs extra 1,Obs extra 2
390,Valentina,Gómez,CE,7422864,valentina.gómez@mail.com,3754968090,3856588481,Inactivo,3,390,True,230,7,False,390,22:00:34,00:00:34,En espera,2025-12-10,Observación ejemplo,Transferencia,261758.98,GHI436,Moto,True,True,390,73,False,False,390,True,2025-12-13,22:00:34,False,390,Recibo,Descripción ejemplo,2025-10-22 22:00:34.070711,390,15,146,Paquete ejemplo,2025-11-19 22:00:34.070713,2025-11-22 22:00:34.070713,390,Novedad ejemplo,2025-11-07 22:00:34.070716,Obs extra 1,Obs extra 2
391,Valentina,Martínez,Pasaporte,1799850,valentina.martínez@mail.com,3147443625,3390199164,Activo,1,391,True,449,8,True,391,22:00:34,00:00:34,Aprobada,2025-11-27,Observación ejemplo,Efectivo,331711.91,DEF947,Carro,True,True,391,75,False,False,391,True,2025-12-11,22:00:34,False,391,Recibo,Descripción ejemplo,2025-11-02 22:00:34.070748,391,6,362,Paquete ejemplo,2025-11-15 22:00:34.070750,2025-11-18 22:00:34.070750,391,Novedad ejemplo,2025-11-15 22:00:34.070754,Obs extra 1,Obs extra 2
392,Luis,López,CC,3399028,luis.lópez@mail.com,3794184691,3649288601,Inactivo,1,392,True,402,1,False,392,22:00:34,00:00:34,Aprobada,2025-12-20,Observación ejemplo,Transferencia,298824.04,XYZ768,Moto,False,False,392,77,False,False,392,False,2025-12-15,22:00:34,True,392,Recibo,Descripción ejemplo,2025-10-21 22:00:34.070783,392,6,386,Paquete ejemplo,2025-11-19 22:00:34.070785,2025-11-20 22:00:34.070785,392,Novedad ejemplo,2025-11-07 22:00:34.070789,Obs extra 1,Obs extra 2
393,María,Vargas,Pasaporte,7186598,maría.vargas@mail.com,3880820117,3552676202,Inactivo,1,393,False,180,6,False,393,22:00:34,00:00:34,Rechazada,2025-11-26,Observación ejemplo,Efectivo,94390.89,GHI869,Carro,False,True,393,68,False,False,393,,2025-11-29,22:00:34,True,393,Recibo,Descripción ejemplo,2025-11-05 22:00:34.070828,393,15,339,Paquete ejemplo,2025-11-15 22:00:34.070831,2025-11-19 22:00:34.070831,393,Novedad ejemplo,2025-11-08 22:00:34.070837,Obs extra 1,Obs extra 2
394,Carlos,Vargas,Pasaporte,6678886,carlos.vargas@mail.com,3983188948,3314018022,Inactivo,2,394,True,287,17,False,394,22:00:34,00:00:34,Aprobada,2025-12-01,Observación ejemplo,Efectivo,266588.98,ABC447,Carro,False,True,394,92,False,True,394,True,2025-12-25,22:00:34,False,394,Recibo,Descripción ejemplo,2025-11-16 22:00:34.070891,394,6,132,Paquete ejemplo,2025-11-11 22:00:34.070895,2025-11-12 22:00:34.070895,394,Novedad ejemplo,2025-11-14 22:00:34.070901,Obs extra 1,Obs extra 2
395,Laura,Ramírez,TI,9184810,laura.ramírez@mail.com,3842977212,3897223546,Activo,2,395,True,277,6,False,395,22:00:34,00:00:34,Rechazada,2025-12-17,Observación ejemplo,Transferencia,178228.71,ABC551,Carro,False,False,395,57,False,True,395,True,2026-01-08,22:00:34,False,395,Recibo,Descripción ejemplo,2025-11-04 22:00:34.070986,395,11,268,Paquete ejemplo,2025-11-18 22:00:34.070990,2025-11-22 22:00:34.070990,395,Novedad ejemplo,2025-11-08 22:00:34.071011,Obs extra 1,Obs extra 2
396,Sofía,Torres,TI,4550678,sofía.torres@mail.com,3853308691,3507184265,Activo,2,396,False,451,14,False,396,22:00:34,00:00:34,En espera,2025-12-17,Observación ejemplo,Transferencia,374670.53,XYZ275,Carro,False,True,396,53,False,True,396,True,2025-12-11,22:00:34,False,396,Recibo,Descripción ejemplo,2025-11-01 22:00:34.071046,396,3,216,Paquete ejemplo,2025-11-15 22:00:34.071048,2025-11-19 22:00:34.071048,396,Novedad ejemplo,2025-11-14 22:00:34.071051,Obs extra 1,Obs extra 2
397,Laura,Pérez,CE,2377473,laura.pérez@mail.com,3889325113,3848672394,Activo,1,397,False,442,15,True,397,22:00:34,00:00:34,Rechazada,2025-12-19,Observación ejemplo,Transferencia,104574.22,XYZ835,Moto,True,False,397,19,False,True,397,True,2025-12-12,22:00:34,True,397,Recibo,Descripción ejemplo,2025-11-02 22:00:34.071081,397,9,201,Paquete ejemplo,2025-11-12 22:00:34.071083,2025-11-14 22:00:34.071083,397,Novedad ejemplo,2025-11-12 22:00:34.071086,Obs extra 1,Obs extra 2
398,María,Torres,Pasaporte,8221278,maría.torres@mail.com,3266555562,3520688529,Activo,2,398,False,443,18,True,398,22:00:34,00:00:34,Aprobada,2025-11-26,Observación ejemplo,Efectivo,65387.61,GHI910,Carro,True,True,398,42,True,False,398,False,2026-01-07,22:00:34,True,398,Recibo,Descripción ejemplo,2025-11-10 22:00:34.071115,398,17,105,Paquete ejemplo,2025-11-14 22:00:34.071117,2025-11-16 22:00:34.071117,398,Novedad ejemplo,2025-11-06 22:00:34.071120,Obs extra 1,Obs extra 2
399,Diego,Gómez,CC,4336679,diego.gómez@mail.com,3799501810,3953489969,Activo,2,399,False,450,13,False,399,22:00:34,00:00:34,En espera,2025-12-06,Observación ejemplo,Transferencia,147082.7,DEF625,Moto,False,False,399,33,False,False,399,,2025-12-15,22:00:34,False,399,Recibo,Descripción ejemplo,2025-10-28 22:00:34.071154,399,10,454,Paquete ejemplo,2025-11-18 22:00:34.071156,2025-11-23 22:00:34.071156,399,Novedad ejemplo,2025-11-07 22:00:34.071159,Obs extra 1,Obs extra 2
400,Valentina,Rodríguez,CC,9718764,valentina.rodríguez@mail.com,3700015449,3989883589,Activo,2,400,False,271,15,False,400,22:00:34,00:00:34,Aprobada,2025-12-02,Observación ejemplo,Efectivo,205907.22,GHI501,Moto,True,True,400,60,False,False,400,,2025-12-28,22:00:34,False,400,Recibo,Descripción ejemplo,2025-11-15 22:00:34.071207,400,4,233,Paquete ejemplo,2025-11-13 22:00:34.071211,2025-11-16 22:00:34.071211,400,Novedad ejemplo,2025-11-16 22:00:34.071217,Obs extra 1,Obs extra 2
401,Laura,García,CC,3625971,laura.garcía@mail.com,3153182424,3679797019,Activo,3,401,True,233,1,False,401,22:00:34,00:00:34,En espera,2025-12-19,Observación ejemplo,Transferencia,376924.66,ABC955,Moto,False,False,401,71,True,False,401,False,2025-11-23,22:00:34,True,401,Recibo,Descripción ejemplo,2025-10-24 22:00:34.071266,401,10,212,Paquete ejemplo,2025-11-10 22:00:34.071268,2025-11-14 22:00:34.071268,401,Novedad ejemplo,2025-11-09 22:00:34.071271,Obs extra 1,Obs extra 2
402,Diego,Hernández,TI,7925379,diego.hernández@mail.com,3187264404,3473219506,Activo,2,402,True,443,10,True,402,22:00:34,00:00:34,Aprobada,2025-12-19,Observación ejemplo,Efectivo,442730.82,DEF530,Carro,True,False,402,32,True,False,402,True,2026-01-14,22:00:34,False,402,Recibo,Descripción ejemplo,2025-11-18 22:00:34.071333,402,2,375,Paquete ejemplo,2025-11-18 22:00:34.071335,2025-11-20 22:00:34.071335,402,Novedad ejemplo,2025-11-16 22:00:34.071339,Obs extra 1,Obs extra 2
403,Diego,Pérez,CC,8035100,diego.pérez@mail.com,3301508649,3227761645,Inactivo,2,403,True,338,12,False,403,22:00:34,00:00:34,En espera,2025-12-11,Observación ejemplo,Efectivo,338345.75,ABC556,Carro,True,False,403,61,True,True,403,True,2025-11-30,22:00:34,True,403,Recibo,Descripción ejemplo,2025-11-02 22:00:34.071372,403,18,191,Paquete ejemplo,2025-11-15 22:00:34.071374,2025-11-18 22:00:34.071374,403,Novedad ejemplo,2025-11-19 22:00:34.071377,Obs extra 1,Obs extra 2
404,Carlos,García,CE,5873091,carlos.garcía@mail.com,3762438464,3663590282,Inactivo,3,404,True,244,20,False,404,22:00:34,00:00:34,En espera,2025-11-26,Observación ejemplo,Transferencia,110770.66,ABC750,Moto,False,True,404,47,False,False,404,True,2026-01-08,22:00:34,True,404,Recibo,Descripción ejemplo,2025-11-15 22:00:34.071414,404,12,304,Paquete ejemplo,2025-11-19 22:00:34.071416,2025-11-22 22:00:34.071416,404,Novedad ejemplo,2025-11-07 22:00:34.071419,Obs extra 1,Obs extra 2
405,Valentina,Pérez,TI,4720566,valentina.pérez@mail.com,3785301931,3462030838,Activo,3,405,True,420,15,False,405,22:00:34,00:00:34,En espera,2025-12-12,Observación ejemplo,Efectivo,186966.16,ABC134,Carro,False,False,405,64,True,False,405,True,2026-01-04,22:00:34,False,405,Recibo,Descripción ejemplo,2025-11-10 22:00:34.071454,405,18,225,Paquete ejemplo,2025-11-14 22:00:34.071456,2025-11-19 22:00:34.071456,405,Novedad ejemplo,2025-11-12 22:00:34.071459,Obs extra 1,Obs extra 2
406,Pedro,López,CC,7312334,pedro.lópez@mail.com,3111915480,3796496508,Inactivo,1,406,False,212,1,False,406,22:00:34,00:00:34,Aprobada,2025-12-15,Observación ejemplo,Efectivo,122514.8,ABC322,Moto,False,True,406,24,False,False,406,False,2025-11-23,22:00:34,True,406,Recibo,Descripción ejemplo,2025-11-14 22:00:34.071497,406,8,233,Paquete ejemplo,2025-11-17 22:00:34.071499,2025-11-20 22:00:34.071499,406,Novedad ejemplo,2025-11-19 22:00:34.071502,Obs extra 1,Obs extra 2
407,Valentina,Ramírez,Pasaporte,8929639,valentina.ramírez@mail.com,3106544595,3808598241,Inactivo,2,407,True,237,19,False,407,22:00:34,00:00:34,En espera,2025-12-12,Observación ejemplo,Transferencia,435199.14,ABC145,Carro,False,True,407,14,True,True,407,,2025-12-17,22:00:34,True,407,Recibo,Descripción ejemplo,2025-11-04 22:00:34.071530,407,3,292,Paquete ejemplo,2025-11-14 22:00:34.071532,2025-11-18 22:00:34.071532,407,Novedad ejemplo,2025-11-08 22:00:34.071536,Obs extra 1,Obs extra 2
408,María,Pérez,CE,4374091,maría.pérez@mail.com,3541333661,3682430888,Inactivo,1,408,False,129,11,False,408,22:00:34,00:00:34,Rechazada,2025-11-29,Observación ejemplo,Efectivo,418594.78,ABC376,Moto,True,False,408,2,False,False,408,False,2026-01-12,22:00:34,True,408,Recibo,Descripción ejemplo,2025-11-12 22:00:34.071578,408,5,389,Paquete ejemplo,2025-11-10 22:00:34.071582,2025-11-14 22:00:34.071582,408,Novedad ejemplo,2025-11-10 22:00:34.071587,Obs extra 1,Obs extra 2
409,Sofía,Vargas,CC,1937572,sofía.vargas@mail.com,3975664878,3620764556,Inactivo,3,409,True,415,14,False,409,22:00:34,00:00:34,Aprobada,2025-12-07,Observación ejemplo,Efectivo,264750.44,XYZ414,Moto,True,True,409,47,True,False,409,,2025-12-14,22:00:34,False,409,Recibo,Descripción ejemplo,2025-11-03 22:00:34.071629,409,5,450,Paquete ejemplo,2025-11-15 22:00:34.071631,2025-11-19 22:00:34.071631,409,Novedad ejemplo,2025-11-17 22:00:34.071635,Obs extra 1,Obs extra 2
410,Carlos,Gómez,CC,3545908,carlos.gómez@mail.com,3775774705,3215469108,Activo,1,410,False,403,18,True,410,22:00:34,00:00:34,Aprobada,2025-12-15,Observación ejemplo,Efectivo,110582.0,XYZ927,Moto,False,True,410,91,True,True,410,False,2025-12-01,22:00:34,True,410,Recibo,Descripción ejemplo,2025-11-19 22:00:34.071667,410,9,286,Paquete ejemplo,2025-11-13 22:00:34.071694,2025-11-14 22:00:34.071694,410,Novedad ejemplo,2025-11-09 22:00:34.071703,Obs extra 1,Obs extra 2
411,María,Rodríguez,CE,2054738,maría.rodríguez@mail.com,3297073923,3645639762,Inactivo,3,411,True,151,14,False,411,22:00:34,00:00:34,En espera,2025-12-09,Observación ejemplo,Transferencia,289380.88,XYZ541,Carro,False,False,411,83,True,False,411,True,2025-12-28,22:00:34,False,411,Recibo,Descripción ejemplo,2025-11-10 22:00:34.071768,411,11,415,Paquete ejemplo,2025-11-18 22:00:34.071771,2025-11-19 22:00:34.071771,411,Novedad ejemplo,2025-11-19 22:00:34.071777,Obs extra 1,Obs extra 2
412,Laura,Vargas,CE,9838850,laura.vargas@mail.com,3633005608,3268243273,Inactivo,3,412,False,393,15,False,412,22:00:34,00:00:34,En espera,2025-12-20,Observación ejemplo,Efectivo,336993.55,ABC722,Moto,True,False,412,37,False,True,412,False,2025-12-01,22:00:34,False,412,Recibo,Descripción ejemplo,2025-11-15 22:00:34.071816,412,18,222,Paquete ejemplo,2025-11-17 22:00:34.071818,2025-11-18 22:00:34.071818,412,Novedad ejemplo,2025-11-20 22:00:34.071838,Obs extra 1,Obs extra 2
413,Luis,Pérez,CC,8464924,luis.pérez@mail.com,3603402745,3823402583,Inactivo,2,413,True,453,20,False,413,22:00:34,00:00:34,En espera,2025-12-10,Observación ejemplo,Transferencia,483036.44,GHI110,Moto,True,False,413,70,False,True,413,,2025-11-24,22:00:34,False,413,Recibo,Descripción ejemplo,2025-11-11 22:00:34.071882,413,16,416,Paquete ejemplo,2025-11-15 22:00:34.071883,2025-11-20 22:00:34.071883,413,Novedad ejemplo,2025-11-14 22:00:34.071887,Obs extra 1,Obs extra 2
414,Laura,Rodríguez,Pasaporte,7203684,laura.rodríguez@mail.com,3124958574,3649274590,Inactivo,1,414,True,245,9,False,414,22:00:34,00:00:34,En espera,2025-12-17,Observación ejemplo,Efectivo,428958.6,DEF220,Carro,True,True,414,30,False,False,414,,2025-11-30,22:00:34,True,414,Recibo,Descripción ejemplo,2025-11-02 22:00:34.071917,414,2,351,Paquete ejemplo,2025-11-15 22:00:34.071919,2025-11-17 22:00:34.071919,414,Novedad ejemplo,2025-11-09 22:00:34.071922,Obs extra 1,Obs extra 2
415,Diego,Gómez,CE,2631698,diego.gómez@mail.com,3138058320,3817459246,Inactivo,1,415,False,218,12,False,415,22:00:34,00:00:34,Aprobada,2025-12-05,Observación ejemplo,Transferencia,280973.6,GHI868,Moto,True,True,415,72,False,False,415,,2026-01-06,22:00:34,False,415,Recibo,Descripción ejemplo,2025-10-31 22:00:34.071951,415,16,501,Paquete ejemplo,2025-11-10 22:00:34.071953,2025-11-14 22:00:34.071953,415,Novedad ejemplo,2025-11-08 22:00:34.071956,Obs extra 1,Obs extra 2
416,Carlos,Gómez,CE,2663319,carlos.gómez@mail.com,3247440846,3106329673,Activo,1,416,False,124,1,False,416,22:00:34,00:00:34,Rechazada,2025-12-12,Observación ejemplo,Efectivo,129557.96,DEF379,Moto,True,True,416,28,True,True,416,,2026-01-08,22:00:34,False,416,Recibo,Descripción ejemplo,2025-10-27 22:00:34.071990,416,3,425,Paquete ejemplo,2025-11-13 22:00:34.071992,2025-11-18 22:00:34.071992,416,Novedad ejemplo,2025-11-19 22:00:34.071996,Obs extra 1,Obs extra 2
417,Luis,Hernández,TI,7800305,luis.hernández@mail.com,3619315383,3998002968,Inactivo,2,417,True,415,14,False,417,22:00:34,00:00:34,Aprobada,2025-12-07,Observación ejemplo,Efectivo,198257.01,XYZ146,Carro,False,False,417,61,False,True,417,,2025-12-27,22:00:34,False,417,Recibo,Descripción ejemplo,2025-11-02 22:00:34.072035,417,10,303,Paquete ejemplo,2025-11-11 22:00:34.072037,2025-11-14 22:00:34.072037,417,Novedad ejemplo,2025-11-08 22:00:34.072042,Obs extra 1,Obs extra 2
418,Ana,García,CE,7008583,ana.garcía@mail.com,3965166387,3678088611,Activo,2,418,False,212,19,True,418,22:00:34,00:00:34,Aprobada,2025-12-18,Observación ejemplo,Transferencia,312891.23,XYZ895,Moto,True,False,418,32,False,False,418,False,2025-12-27,22:00:34,False,418,Recibo,Descripción ejemplo,2025-10-22 22:00:34.072092,418,8,182,Paquete ejemplo,2025-11-12 22:00:34.072094,2025-11-16 22:00:34.072094,418,Novedad ejemplo,2025-11-06 22:00:34.072097,Obs extra 1,Obs extra 2
419,Carlos,Torres,Pasaporte,7733488,carlos.torres@mail.com,3963129601,3202906046,Activo,2,419,False,435,19,True,419,22:00:34,00:00:34,Rechazada,2025-11-22,Observación ejemplo,Efectivo,450716.29,XYZ442,Moto,False,True,419,54,False,True,419,False,2025-12-20,22:00:34,True,419,Recibo,Descripción ejemplo,2025-10-24 22:00:34.072127,419,7,165,Paquete ejemplo,2025-11-19 22:00:34.072129,2025-11-24 22:00:34.072129,419,Novedad ejemplo,2025-11-10 22:00:34.072132,Obs extra 1,Obs extra 2
420,Sofía,García,CE,2945528,sofía.garcía@mail.com,3141896612,3289184575,Activo,2,420,False,103,1,False,420,22:00:34,00:00:34,Rechazada,2025-12-10,Observación ejemplo,Efectivo,304077.27,GHI427,Carro,True,False,420,79,True,True,420,,2025-12-19,22:00:34,False,420,Recibo,Descripción ejemplo,2025-11-18 22:00:34.072172,420,2,443,Paquete ejemplo,2025-11-11 22:00:34.072176,2025-11-16 22:00:34.072176,420,Novedad ejemplo,2025-11-13 22:00:34.072181,Obs extra 1,Obs extra 2
421,Valentina,Hernández,TI,4504426,valentina.hernández@mail.com,3601702727,3926140510,Inactivo,2,421,True,366,1,False,421,22:00:34,00:00:34,Aprobada,2025-12-07,Observación ejemplo,Transferencia,94807.66,XYZ908,Moto,True,False,421,93,True,False,421,False,2025-12-12,22:00:34,False,421,Recibo,Descripción ejemplo,2025-10-22 22:00:34.072231,421,12,219,Paquete ejemplo,2025-11-15 22:00:34.072233,2025-11-18 22:00:34.072233,421,Novedad ejemplo,2025-11-12 22:00:34.072236,Obs extra 1,Obs extra 2
422,Pedro,Hernández,CE,9999272,pedro.hernández@mail.com,3284234217,3985900428,Activo,3,422,False,500,11,False,422,22:00:34,00:00:34,En espera,2025-12-06,Observación ejemplo,Transferencia,295405.21,ABC471,Moto,True,True,422,8,False,True,422,,2026-01-05,22:00:34,False,422,Recibo,Descripción ejemplo,2025-11-04 22:00:34.072282,422,2,114,Paquete ejemplo,2025-11-13 22:00:34.072286,2025-11-18 22:00:34.072286,422,Novedad ejemplo,2025-11-20 22:00:34.072292,Obs extra 1,Obs extra 2
423,Valentina,García,CC,1208528,valentina.garcía@mail.com,3298993512,3223297353,Inactivo,3,423,True,374,6,False,423,22:00:34,00:00:34,En espera,2025-12-04,Observación ejemplo,Efectivo,414999.39,ABC706,Moto,False,True,423,21,False,False,423,True,2025-11-29,22:00:34,True,423,Recibo,Descripción ejemplo,2025-10-29 22:00:34.072351,423,11,136,Paquete ejemplo,2025-11-13 22:00:34.072353,2025-11-17 22:00:34.072353,423,Novedad ejemplo,2025-11-09 22:00:34.072356,Obs extra 1,Obs extra 2
